product_id,product_name,product_price,product_category,customer_id,customer_name,customer_email,order_date,order_amount,order_status
151,Product 151,86,Clothing,76,Customer 76,customer76@email.com,08-04-2022,124,Pending
152,Product 152,24,Clothing,76,Customer 76,customer76@email.com,08-04-2022,124,Pending
153,Product 153,92,Beauty,77,Customer 77,customer77@email.com,28-11-2021,133,Shipped
154,Product 154,82,Beauty,77,Customer 77,customer77@email.com,28-11-2021,133,Shipped
155,Product 155,73,Clothing,78,Customer 78,customer78@email.com,24-06-2020,172,Shipped
156,Product 156,85,Electronics,78,Customer 78,customer78@email.com,24-06-2020,172,Shipped
157,Product 157,42,Clothing,79,Customer 79,customer79@email.com,27-03-2021,133,Pending
158,Product 158,15,Clothing,79,Customer 79,customer79@email.com,27-03-2021,133,Pending
159,Product 159,27,Clothing,80,Customer 80,customer80@email.com,27-11-2021,83,Delivered
160,Product 160,92,Clothing,80,Customer 80,customer80@email.com,27-11-2021,83,Delivered
161,Product 161,99,Home Goods,81,Customer 81,customer81@email.com,14-02-2023,185,Shipped
162,Product 162,12,Home Goods,81,Customer 81,customer81@email.com,14-02-2023,185,Shipped
163,Product 163,11,Home Goods,82,Customer 82,customer82@email.com,14-06-2021,132,Pending
164,Product 164,91,Toys,82,Customer 82,customer82@email.com,14-06-2021,132,Pending
165,Product 165,38,Home Goods,83,Customer 83,customer83@email.com,23-09-2020,64,Delivered
166,Product 166,45,Home Goods,83,Customer 83,customer83@email.com,23-09-2020,64,Delivered
167,Product 167,38,Home Goods,84,Customer 84,customer84@email.com,21-05-2020,125,Shipped
168,Product 168,10,Home Goods,84,Customer 84,customer84@email.com,21-05-2020,125,Shipped
169,Product 169,43,Home Goods,85,Customer 85,customer85@email.com,30-08-2021,51,Shipped
170,Product 170,65,Beauty,85,Customer 85,customer85@email.com,30-08-2021,51,Shipped
171,Product 171,93,Beauty,86,Customer 86,customer86@email.com,18-10-2020,194,Shipped
172,Product 172,42,Home Goods,86,Customer 86,customer86@email.com,18-10-2020,194,Shipped
173,Product 173,45,Toys,87,Customer 87,customer87@email.com,27-07-2020,146,Delivered
174,Product 174,44,Toys,87,Customer 87,customer87@email.com,27-07-2020,146,Delivered
175,Product 175,65,Clothing,88,Customer 88,customer88@email.com,18-09-2023,144,Processing
176,Product 176,98,Toys,88,Customer 88,customer88@email.com,18-09-2023,144,Processing
177,Product 177,69,Electronics,89,Customer 89,customer89@email.com,27-03-2022,118,Delivered
178,Product 178,22,Electronics,89,Customer 89,customer89@email.com,27-03-2022,118,Delivered
179,Product 179,30,Beauty,90,Customer 90,customer90@email.com,02-11-2019,96,Processing
180,Product 180,51,Clothing,90,Customer 90,customer90@email.com,02-11-2019,96,Processing
181,Product 181,68,Toys,91,Customer 91,customer91@email.com,03-02-2022,99,Delivered
182,Product 182,41,Home Goods,91,Customer 91,customer91@email.com,03-02-2022,99,Delivered
183,Product 183,61,Beauty,92,Customer 92,customer92@email.com,17-10-2019,78,Pending
184,Product 184,78,Beauty,92,Customer 92,customer92@email.com,17-10-2019,78,Pending
185,Product 185,58,Clothing,93,Customer 93,customer93@email.com,09-09-2021,87,Delivered
186,Product 186,85,Beauty,93,Customer 93,customer93@email.com,09-09-2021,87,Delivered
187,Product 187,96,Toys,94,Customer 94,customer94@email.com,02-12-2020,59,Shipped
188,Product 188,40,Home Goods,94,Customer 94,customer94@email.com,02-12-2020,59,Shipped
189,Product 189,35,Beauty,95,Customer 95,customer95@email.com,12-09-2020,102,Delivered
190,Product 190,37,Toys,95,Customer 95,customer95@email.com,12-09-2020,102,Delivered
191,Product 191,29,Beauty,96,Customer 96,customer96@email.com,31-08-2019,71,Shipped
192,Product 192,94,Home Goods,96,Customer 96,customer96@email.com,31-08-2019,71,Shipped
193,Product 193,13,Clothing,97,Customer 97,customer97@email.com,23-12-2022,155,Shipped
194,Product 194,58,Clothing,97,Customer 97,customer97@email.com,23-12-2022,155,Shipped
195,Product 195,19,Electronics,98,Customer 98,customer98@email.com,04-02-2021,77,Processing
196,Product 196,40,Beauty,98,Customer 98,customer98@email.com,04-02-2021,77,Processing
197,Product 197,34,Electronics,99,Customer 99,customer99@email.com,11-11-2022,97,Pending
198,Product 198,39,Clothing,99,Customer 99,customer99@email.com,11-11-2022,97,Pending
199,Product 199,72,Beauty,100,Customer 100,customer100@email.com,18-02-2022,101,Pending
200,Product 200,45,Home Goods,100,Customer 100,customer100@email.com,18-02-2022,101,Pending
201,Product 201,34,Electronics,101,Customer 101,customer101@email.com,08-06-2021,87,Processing
202,Product 202,52,Toys,101,Customer 101,customer101@email.com,08-06-2021,87,Processing
203,Product 203,28,Toys,102,Customer 102,customer102@email.com,02-10-2019,97,Shipped
204,Product 204,58,Electronics,102,Customer 102,customer102@email.com,02-10-2019,97,Shipped
205,Product 205,26,Electronics,103,Customer 103,customer103@email.com,30-08-2023,151,Pending
206,Product 206,86,Clothing,103,Customer 103,customer103@email.com,30-08-2023,151,Pending
207,Product 207,65,Clothing,104,Customer 104,customer104@email.com,06-01-2019,158,Shipped
208,Product 208,46,Home Goods,104,Customer 104,customer104@email.com,06-01-2019,158,Shipped
209,Product 209,99,Toys,105,Customer 105,customer105@email.com,17-07-2023,180,Pending
210,Product 210,78,Home Goods,105,Customer 105,customer105@email.com,17-07-2023,180,Pending
211,Product 211,86,Toys,106,Customer 106,customer106@email.com,12-07-2023,89,Pending
212,Product 212,71,Home Goods,106,Customer 106,customer106@email.com,12-07-2023,89,Pending
213,Product 213,59,Home Goods,107,Customer 107,customer107@email.com,21-04-2019,162,Delivered
214,Product 214,71,Electronics,107,Customer 107,customer107@email.com,21-04-2019,162,Delivered
215,Product 215,63,Beauty,108,Customer 108,customer108@email.com,13-12-2021,190,Shipped
216,Product 216,40,Clothing,108,Customer 108,customer108@email.com,13-12-2021,190,Shipped
217,Product 217,99,Toys,109,Customer 109,customer109@email.com,12-03-2023,96,Delivered
218,Product 218,77,Beauty,109,Customer 109,customer109@email.com,12-03-2023,96,Delivered
219,Product 219,34,Home Goods,110,Customer 110,customer110@email.com,28-08-2021,138,Delivered
220,Product 220,47,Clothing,110,Customer 110,customer110@email.com,28-08-2021,138,Delivered
221,Product 221,73,Beauty,111,Customer 111,customer111@email.com,31-01-2021,153,Shipped
222,Product 222,94,Clothing,111,Customer 111,customer111@email.com,31-01-2021,153,Shipped
223,Product 223,23,Clothing,112,Customer 112,customer112@email.com,18-08-2023,183,Pending
224,Product 224,82,Electronics,112,Customer 112,customer112@email.com,18-08-2023,183,Pending
225,Product 225,14,Home Goods,113,Customer 113,customer113@email.com,08-08-2023,124,Processing
226,Product 226,14,Electronics,113,Customer 113,customer113@email.com,08-08-2023,124,Processing
227,Product 227,59,Beauty,114,Customer 114,customer114@email.com,16-05-2022,196,Delivered
228,Product 228,40,Clothing,114,Customer 114,customer114@email.com,16-05-2022,196,Delivered
229,Product 229,57,Clothing,115,Customer 115,customer115@email.com,30-04-2022,169,Pending
230,Product 230,55,Toys,115,Customer 115,customer115@email.com,30-04-2022,169,Pending
231,Product 231,10,Home Goods,116,Customer 116,customer116@email.com,26-05-2020,97,Delivered
232,Product 232,32,Clothing,116,Customer 116,customer116@email.com,26-05-2020,97,Delivered
233,Product 233,86,Beauty,117,Customer 117,customer117@email.com,12-08-2021,143,Processing
234,Product 234,84,Toys,117,Customer 117,customer117@email.com,12-08-2021,143,Processing
235,Product 235,63,Beauty,118,Customer 118,customer118@email.com,17-06-2021,102,Pending
236,Product 236,44,Home Goods,118,Customer 118,customer118@email.com,17-06-2021,102,Pending
237,Product 237,50,Home Goods,119,Customer 119,customer119@email.com,08-04-2019,107,Processing
238,Product 238,71,Electronics,119,Customer 119,customer119@email.com,08-04-2019,107,Processing
239,Product 239,87,Beauty,120,Customer 120,customer120@email.com,27-01-2021,153,Delivered
240,Product 240,52,Clothing,120,Customer 120,customer120@email.com,27-01-2021,153,Delivered
241,Product 241,66,Clothing,121,Customer 121,customer121@email.com,23-06-2022,120,Processing
242,Product 242,35,Home Goods,121,Customer 121,customer121@email.com,23-06-2022,120,Processing
243,Product 243,71,Clothing,122,Customer 122,customer122@email.com,28-09-2023,114,Processing
244,Product 244,51,Clothing,122,Customer 122,customer122@email.com,28-09-2023,114,Processing
245,Product 245,26,Electronics,123,Customer 123,customer123@email.com,07-08-2021,70,Pending
246,Product 246,74,Home Goods,123,Customer 123,customer123@email.com,07-08-2021,70,Pending
247,Product 247,45,Home Goods,124,Customer 124,customer124@email.com,15-08-2023,118,Processing
248,Product 248,88,Beauty,124,Customer 124,customer124@email.com,15-08-2023,118,Processing
249,Product 249,36,Clothing,125,Customer 125,customer125@email.com,30-12-2022,175,Pending
250,Product 250,84,Clothing,125,Customer 125,customer125@email.com,30-12-2022,175,Pending
251,Product 251,14,Electronics,126,Customer 126,customer126@email.com,15-02-2021,63,Shipped
252,Product 252,65,Clothing,126,Customer 126,customer126@email.com,15-02-2021,63,Shipped
253,Product 253,78,Home Goods,127,Customer 127,customer127@email.com,26-12-2019,62,Pending
254,Product 254,84,Electronics,127,Customer 127,customer127@email.com,26-12-2019,62,Pending
255,Product 255,72,Clothing,128,Customer 128,customer128@email.com,04-06-2022,112,Shipped
256,Product 256,59,Home Goods,128,Customer 128,customer128@email.com,04-06-2022,112,Shipped
257,Product 257,49,Home Goods,129,Customer 129,customer129@email.com,16-06-2023,147,Pending
258,Product 258,49,Clothing,129,Customer 129,customer129@email.com,16-06-2023,147,Pending
259,Product 259,54,Electronics,130,Customer 130,customer130@email.com,18-09-2020,62,Shipped
260,Product 260,67,Electronics,130,Customer 130,customer130@email.com,18-09-2020,62,Shipped
261,Product 261,57,Electronics,131,Customer 131,customer131@email.com,23-03-2022,185,Processing
262,Product 262,48,Home Goods,131,Customer 131,customer131@email.com,23-03-2022,185,Processing
263,Product 263,69,Home Goods,132,Customer 132,customer132@email.com,06-03-2019,77,Shipped
264,Product 264,30,Clothing,132,Customer 132,customer132@email.com,06-03-2019,77,Shipped
265,Product 265,77,Electronics,133,Customer 133,customer133@email.com,29-05-2020,154,Delivered
266,Product 266,51,Home Goods,133,Customer 133,customer133@email.com,29-05-2020,154,Delivered
267,Product 267,24,Electronics,134,Customer 134,customer134@email.com,21-08-2019,108,Processing
268,Product 268,12,Clothing,134,Customer 134,customer134@email.com,21-08-2019,108,Processing
269,Product 269,15,Beauty,135,Customer 135,customer135@email.com,03-09-2023,55,Processing
270,Product 270,25,Beauty,135,Customer 135,customer135@email.com,03-09-2023,55,Processing
271,Product 271,27,Beauty,136,Customer 136,customer136@email.com,15-01-2021,181,Pending
272,Product 272,35,Clothing,136,Customer 136,customer136@email.com,15-01-2021,181,Pending
273,Product 273,43,Clothing,137,Customer 137,customer137@email.com,03-07-2019,148,Delivered
274,Product 274,20,Beauty,137,Customer 137,customer137@email.com,03-07-2019,148,Delivered
275,Product 275,54,Clothing,138,Customer 138,customer138@email.com,02-12-2020,135,Delivered
276,Product 276,17,Clothing,138,Customer 138,customer138@email.com,02-12-2020,135,Delivered
277,Product 277,32,Beauty,139,Customer 139,customer139@email.com,07-05-2020,53,Processing
278,Product 278,34,Clothing,139,Customer 139,customer139@email.com,07-05-2020,53,Processing
279,Product 279,75,Toys,140,Customer 140,customer140@email.com,05-10-2022,142,Delivered
280,Product 280,79,Electronics,140,Customer 140,customer140@email.com,05-10-2022,142,Delivered
281,Product 281,28,Electronics,141,Customer 141,customer141@email.com,10-02-2022,66,Shipped
282,Product 282,24,Clothing,141,Customer 141,customer141@email.com,10-02-2022,66,Shipped
283,Product 283,64,Clothing,142,Customer 142,customer142@email.com,18-05-2019,198,Processing
284,Product 284,72,Beauty,142,Customer 142,customer142@email.com,18-05-2019,198,Processing
285,Product 285,30,Clothing,143,Customer 143,customer143@email.com,02-07-2022,126,Pending
286,Product 286,97,Beauty,143,Customer 143,customer143@email.com,02-07-2022,126,Pending
287,Product 287,13,Toys,144,Customer 144,customer144@email.com,03-08-2021,136,Processing
288,Product 288,37,Toys,144,Customer 144,customer144@email.com,03-08-2021,136,Processing
289,Product 289,88,Home Goods,145,Customer 145,customer145@email.com,26-04-2020,179,Shipped
290,Product 290,53,Beauty,145,Customer 145,customer145@email.com,26-04-2020,179,Shipped
291,Product 291,53,Beauty,146,Customer 146,customer146@email.com,13-03-2023,116,Pending
292,Product 292,81,Home Goods,146,Customer 146,customer146@email.com,13-03-2023,116,Pending
293,Product 293,39,Home Goods,147,Customer 147,customer147@email.com,19-08-2020,180,Delivered
294,Product 294,32,Beauty,147,Customer 147,customer147@email.com,19-08-2020,180,Delivered
295,Product 295,33,Clothing,148,Customer 148,customer148@email.com,29-11-2019,55,Processing
296,Product 296,77,Toys,148,Customer 148,customer148@email.com,29-11-2019,55,Processing
297,Product 297,58,Toys,149,Customer 149,customer149@email.com,23-02-2020,181,Delivered
298,Product 298,18,Clothing,149,Customer 149,customer149@email.com,23-02-2020,181,Delivered
299,Product 299,56,Beauty,150,Customer 150,customer150@email.com,06-11-2019,173,Shipped
300,Product 300,13,Beauty,150,Customer 150,customer150@email.com,06-11-2019,173,Shipped
301,Product 301,98,Toys,151,Customer 151,customer151@email.com,07-02-2023,139,Shipped
302,Product 302,15,Clothing,151,Customer 151,customer151@email.com,07-02-2023,139,Shipped
303,Product 303,35,Home Goods,152,Customer 152,customer152@email.com,21-02-2020,83,Shipped
304,Product 304,34,Beauty,152,Customer 152,customer152@email.com,21-02-2020,83,Shipped
305,Product 305,37,Clothing,153,Customer 153,customer153@email.com,02-12-2019,119,Delivered
306,Product 306,55,Toys,153,Customer 153,customer153@email.com,02-12-2019,119,Delivered
307,Product 307,82,Clothing,154,Customer 154,customer154@email.com,31-03-2021,104,Pending
308,Product 308,34,Toys,154,Customer 154,customer154@email.com,31-03-2021,104,Pending
309,Product 309,32,Home Goods,155,Customer 155,customer155@email.com,14-05-2023,197,Processing
310,Product 310,40,Toys,155,Customer 155,customer155@email.com,14-05-2023,197,Processing
311,Product 311,33,Home Goods,156,Customer 156,customer156@email.com,22-10-2021,70,Shipped
312,Product 312,27,Toys,156,Customer 156,customer156@email.com,22-10-2021,70,Shipped
313,Product 313,81,Electronics,157,Customer 157,customer157@email.com,29-03-2022,177,Processing
314,Product 314,49,Clothing,157,Customer 157,customer157@email.com,29-03-2022,177,Processing
315,Product 315,69,Electronics,158,Customer 158,customer158@email.com,08-11-2022,157,Delivered
316,Product 316,34,Clothing,158,Customer 158,customer158@email.com,08-11-2022,157,Delivered
317,Product 317,29,Clothing,159,Customer 159,customer159@email.com,01-04-2022,186,Delivered
318,Product 318,75,Toys,159,Customer 159,customer159@email.com,01-04-2022,186,Delivered
319,Product 319,78,Beauty,160,Customer 160,customer160@email.com,03-06-2020,138,Pending
